ORGANIZATION,PROGRAM,DESCRIPTION,YTD_AMOUNT,QTD_AMOUNT                                                                                                                                                                                                    
2024 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46694.81,12636.51
2024 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46694.81,12636.51
2024 HON. HAKEEM S. JEFFRIES,INTERN ALLOWANCES,OFFICE TOTALS:,46694.81,12636.51
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,82.59,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,469192.23,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,4494.95,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,43948.28,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,15,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,31913.04,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,5281.13,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,685,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,555612.22,0
2024 HON. BILL JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,555612.22,0
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,61357.29,2360.13
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1329284.04,383371.83
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,102012.66,29581.02
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,84959.98,9739.66
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,122799.85,39582.09
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,16859.04,2639.22
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,43944.55,24564.56
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4217.32,1961.07
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1765434.73,493799.58
2024 HON. DUSTY JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1765434.73,493799.58
2024 HON. DUSTY JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46735.84,933.33
2024 HON. DUSTY JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46735.84,933.33
2024 HON. DUSTY JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,46735.84,933.33
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-163.3,2.86
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1377156.7,435095.38
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,TRAVEL,47799.2,11395.89
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,80326.1,24855.23
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,152093.3,4645.52
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,13148.2,4308.66
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,75965.94,46206.73
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,7500.3,827.64
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1753826.44,527337.91
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1753826.44,527337.91
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,PERSONNEL COMPENSATION,46789.12,4400
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46789.12,4400
"2024 HON. HENRY C. ""HANK"" JOHNSON  JR.",INTERN ALLOWANCES,OFFICE TOTALS:,46789.12,4400
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,50372.06,18217.93
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1273748.57,411032.8
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,110180.17,34339.25
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,35760,12471.49
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,74289.24,10820.23
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11302.73,1190.1
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,31981.39,17196.81
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,12537,774
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1600171.16,506042.61
2024 HON. MIKE JOHNSON,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1600171.16,506042.61
2024 HON. MIKE JOHNSON,INTERN ALLOWANCES,PERSONNEL COMPENSATION,33555.15,8770
2024 HON. MIKE JOHNSON,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,33555.15,8770
2024 HON. MIKE JOHNSON,INTERN ALLOWANCES,OFFICE TOTALS:,33555.15,8770
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1112.78,24.19
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1367245.32,389961.76
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,29489.91,8316.93
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,20358.48,5856.73
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,967.69,181.8
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,332.85,0
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,9201.17,3446.75
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,3513.32,2340.08
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1432221.52,410128.24
2024 HON. JIM JORDAN,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1432221.52,410128.24
2024 HON. JIM JORDAN,INTERN ALLOWANCES,PERSONNEL COMPENSATION,38100,10550
2024 HON. JIM JORDAN,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,38100,10550
2024 HON. JIM JORDAN,INTERN ALLOWANCES,OFFICE TOTALS:,38100,10550
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,64035.61,13047.78
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1287748.92,385812.26
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,57769.36,21327.98
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,48769.41,11490.41
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,74222.65,2802
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,18477.13,4603.45
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22483.73,10271.38
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,10576.42,8416.42
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1584083.23,457771.68
2024 HON. DAVID P. JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1584083.23,457771.68
2024 HON. DAVID P. JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,27397.19,3472.22
2024 HON. DAVID P. JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,27397.19,3472.22
2024 HON. DAVID P. JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,27397.19,3472.22
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2056.55,690.36
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1362588.61,454995.57
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,27425.58,9029.88
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,40772.71,14555.59
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,7341.42,2065.2
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8386.83,989.97
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,42771.33,35444.54
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1560.69,465
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1492903.72,518236.11
2024 HON. JOHN JOYCE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1492903.72,518236.11
2024 HON. JOHN JOYCE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,21366.66,0
2024 HON. JOHN JOYCE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,21366.66,0
2024 HON. JOHN JOYCE,INTERN ALLOWANCES,OFFICE TOTALS:,21366.66,0
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,23458.18,22639.95
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1265337.91,373940
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,106782.86,29087.61
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,70492.64,20052.17
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,42471.96,10870.24
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,2225.64,888.03
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,22818.26,5347.22
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,19289.18,15826.35
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1552876.63,478651.57
2024 HON. SYDNEY KAMLAGER-DOVE,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1552876.63,478651.57
2024 HON. SYDNEY KAMLAGER-DOVE,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46073.33,1700
2024 HON. SYDNEY KAMLAGER-DOVE,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46073.33,1700
2024 HON. SYDNEY KAMLAGER-DOVE,INTERN ALLOWANCES,OFFICE TOTALS:,46073.33,1700
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,70363.63,62496.14
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1207283.25,348483.4
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,72263.19,24170.52
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,42992.43,10542.52
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,121094.43,1642.8
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,1577.94,279.19
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,87383.74,57492.25
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6468.01,1872.06
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1609426.62,506978.88
2024 HON. MARCY KAPTUR,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1609426.62,506978.88
2024 HON. MARCY KAPTUR,INTERN ALLOWANCES,PERSONNEL COMPENSATION,33187.78,8133.34
2024 HON. MARCY KAPTUR,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,33187.78,8133.34
2024 HON. MARCY KAPTUR,INTERN ALLOWANCES,OFFICE TOTALS:,33187.78,8133.34
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,219259.8,31075.42
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1304992.36,357588.49
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37560.08,6400.51
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,46326.97,4768.86
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,175525.14,9579.19
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32095.55,16383.75
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,15227.93,2029.98
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4112.5,1002
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1835100.33,428828.2
2024 HON. THOMAS H. KEAN  JR.,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1835100.33,428828.2
2024 HON. THOMAS H. KEAN  JR.,INTERN ALLOWANCES,PERSONNEL COMPENSATION,45714.53,12840.29
2024 HON. THOMAS H. KEAN  JR.,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,45714.53,12840.29
2024 HON. THOMAS H. KEAN  JR.,INTERN ALLOWANCES,OFFICE TOTALS:,45714.53,12840.29
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,770.67,231.46
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1573652.67,559492.32
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,37217.67,14900.33
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,19945.47,6398.7
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1547.21,0
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,6138.2,1741.2
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,4894.7,939.81
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4606.44,1739
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1648773.03,585442.82
2024 HON. WILLIAM R. KEATING,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1648773.03,585442.82
2024 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46698.23,14910.14
2024 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46698.23,14910.14
2024 HON. WILLIAM R. KEATING,INTERN ALLOWANCES,OFFICE TOTALS:,46698.23,14910.14
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,158083.86,2183.3
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1175082.57,360266.61
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,77189.86,27705.2
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,TRANSPORTATION OF THINGS,66.3,24.65
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,74728.74,11473.84
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,50568.29,27423.99
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,32640.65,8911.28
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,55802.55,34130.38
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,9491.97,6012.7
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1633654.79,478131.95
2024 HON. MIKE KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1633654.79,478131.95
2024 HON. MIKE KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,38867.38,9600
2024 HON. MIKE KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,38867.38,9600
2024 HON. MIKE KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,38867.38,9600
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,-96.54,35.24
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1466615.06,406575.01
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,86681.95,23774.42
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,108886.11,43963.38
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,11983.64,594.5
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,26945.25,6140
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,40994.13,26143.46
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,11400.82,3591
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1753410.42,510817.01
2024 HON. ROBIN L. KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1753410.42,510817.01
2024 HON. ROBIN L. KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46033.99,10266.66
2024 HON. ROBIN L. KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46033.99,10266.66
2024 HON. ROBIN L. KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,46033.99,10266.66
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,662.46,357.84
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1498874.41,519937.6
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,85744.83,19536.58
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,56369.85,26455.49
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,2689.47,520
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,8617,2733
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,48046.06,18986.77
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,4754.89,1782.29
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1705758.97,590309.57
2024 HON. TRENT KELLY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1705758.97,590309.57
2024 HON. TRENT KELLY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,45438.33,12418.33
2024 HON. TRENT KELLY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,45438.33,12418.33
2024 HON. TRENT KELLY,INTERN ALLOWANCES,OFFICE TOTALS:,45438.33,12418.33
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,235.41,323.96
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,887994.7,402960.51
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,35338.91,12592.58
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,134051.36,60299.75
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,5359.27,1264.56
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,5725.03,1929.5
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,42826.16,6508.95
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,1623.95,1153.95
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1113154.79,487033.76
2024 HON. TIMOTHY M. KENNEDY,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1113154.79,487033.76
2024 HON. TIMOTHY M. KENNEDY,INTERN ALLOWANCES,PERSONNEL COMPENSATION,31479.38,12020.05
2024 HON. TIMOTHY M. KENNEDY,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,31479.38,12020.05
2024 HON. TIMOTHY M. KENNEDY,INTERN ALLOWANCES,OFFICE TOTALS:,31479.38,12020.05
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,284.56,668.21
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1696830.97,661492.37
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,50951.94,16565.03
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,31499.02,9260.82
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,1392.86,180
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,11049.54,4473.15
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,69302.27,52509.09
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,21293.49,2994.94
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1882604.65,748143.61
2024 HON. RO KHANNA,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1882604.65,748143.61
2024 HON. RO KHANNA,INTERN ALLOWANCES,PERSONNEL COMPENSATION,46492.29,11394.33
2024 HON. RO KHANNA,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,46492.29,11394.33
2024 HON. RO KHANNA,INTERN ALLOWANCES,OFFICE TOTALS:,46492.29,11394.33
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,45192.6,5448.62
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,PERSONNEL COMPENSATION,1240609.92,345138.95
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,51188.35,15827.73
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,50924.31,7480.05
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,PRINTING AND REPRODUCTION,308362.52,4840.1
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,OTHER SERVICES,22497.8,4835
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,18115.92,12495.3
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,EQUIPMENT,6247.67,801
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,OFFICIAL EXPENSES OF MEMBERS TOTALS:,1743139.09,396866.75
2024 HON. JENNIFER A. KIGGANS,OFFICIAL EXPENSES OF MEMBERS,OFFICE TOTALS:,1743139.09,396866.75
2024 HON. JENNIFER A. KIGGANS,INTERN ALLOWANCES,PERSONNEL COMPENSATION,42716.67,6666.67
2024 HON. JENNIFER A. KIGGANS,INTERN ALLOWANCES,INTERN ALLOWANCES TOTALS:,42716.67,6666.67
